.thisTrialN,.stepSize,.intensity,time.onset,cue.color,cue_onset_time,cue_duration,isi_duration_int,isi_onset_time,isi_duration_act,.response,target_onset_time,target_duration,Trial.rewardType,Total_Earned,feedback_onset_time,feedback_duration,iti_int,iti_onset_time,iti_duration,time.global,time.nominal,time.trial,Target_Resp.rt,participant,session,run,date,expName,frameRate,
26,3,15,208.92852700012736,Blue,208.9292467997875,0.7516358001157641,2.0,209.68149720015936,2.0001326999627054,0,211.68192649981938,0.38,-1,2,212.2109445000533,0.9885267000645399,2.5,213.2006511001382,2.498623799998313,215.69936070009135,215.43330950010568,6.77015329990536,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
27,3,15,215.69946549995802,Blue,215.70069210021757,0.7480646995827556,3.0,216.44937439984642,2.999090400058776,1,219.44865549984388,0.38,1,2,219.98311619996093,0.9657577998004854,3.5,220.94934229995124,3.4991784002631903,224.44856710010208,224.18330950010568,8.747929899953306,0.36736560007557273,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
28,3,15,224.44862640020438,Blue,224.4493106000591,0.7491406998597085,1.5,225.19905600021593,1.4986421996727586,0,226.69783489988185,0.38,-1,2,227.22044499986805,0.978447699919343,2.0,228.19957119994797,1.9988199998624623,230.19846719992347,229.93330950010568,5.749202999752015,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
29,3,15,230.19855809980072,Green,230.19964499981143,0.7485973001457751,1.5,230.94872899982147,1.499421200249344,0,232.4482838001568,0.38,-1,2,232.98508839984424,0.9796227002516389,7.0,233.96552119986154,6.9994347002357244,240.96504050004296,240.68330950010568,10.765449500177056,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
30,3,15,240.96508059999906,Blue,240.96565980021842,0.7485726997256279,2.5,241.71494170022197,2.500366199761629,0,244.21548640006222,0.38,-1,2,244.7459484001156,0.9834512998349965,3.0,245.7297243999783,2.998462500050664,248.7282355998177,248.43330950010568,7.7626078999601305,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
31,3,15,248.7283452001866,Green,248.72938449983485,0.7380175003781915,1.5,249.46791780018248,1.496052599977702,0,250.96461039991118,0.38,-1,2,251.486184499925,0.9805184998549521,3.0,252.46706100017764,2.993969799950719,255.46109760017134,255.18330950010568,6.731761300005019,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
32,3,15,255.46116209984757,Green,255.46225510002114,0.7513538999482989,2.0,256.21405740012415,1.997964299749583,0,258.2120968999807,0.38,-1,2,258.7284588997718,0.9732674001716077,3.5,259.70214629988186,3.495141100138426,263.1973428998608,262.9333095001057,7.735125300008804,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
33,3,15,263.1974068998825,Blue,263.19820620003156,0.7644187998957932,2.5,263.9634867000859,2.498498599976301,0,266.4621217001695,0.38,-1,2,266.9725797001738,0.9919018996879458,3.0,267.9650156002026,2.997251599561423,270.9623110999819,270.6833095001057,7.764147799927741,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
34,3,15,270.9623590998817,Green,270.9629709001165,0.751859599724412,3.0,271.7152893000748,2.999661900103092,0,274.7152047001291,0.38,-1,2,275.2366100999061,0.992136100307107,6.5,276.2291015998926,6.502175800036639,282.73144410015084,282.4333095001057,11.768516399897635,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
35,3,15,282.73151680012234,Blue,282.73277260013856,0.7482640999369323,1.5,283.48140190006234,1.4993687998503447,0,284.98093039984815,0.38,-1,2,285.5115361001808,1.0017273998819292,2.0,286.51362670003437,2.001999099738896,288.51578439981677,288.1833095001057,5.783486199565232,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
36,3,15,288.51613969984464,Blue,288.5174121002201,0.7421692996285856,3.0,289.25996929989196,3.0033261999487877,0,292.26356520014815,0.38,-1,2,292.787812900031,0.9913355000317097,8.5,293.77969749993645,8.499973100144416,302.2797414001543,301.9333095001057,13.762373299803585,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
37,3,15,302.27980410004966,Green,302.28030619979836,0.7488004001788795,2.5,303.0301004999783,2.489900100044906,0,305.5200982999522,0.38,-1,2,306.03327129990794,0.9964403002522886,3.0,307.03021340002306,2.9997665998525918,310.0300196001772,309.6833095001057,7.749754599761218,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
38,3,15,310.0300685002003,Blue,310.03097410011105,0.7491855998523533,1.5,310.780871699797,1.4989734003320336,0,312.2800009001512,0.38,-1,2,312.78970610001124,0.9905523001216352,2.0,313.78078879998066,1.997132500167936,315.77796119987033,315.4333095001057,5.747091599740088,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
39,3,15,315.77799729979597,Green,315.77864140016027,0.750533299986273,1.5,316.53002950013615,1.5006480999290943,0,318.0309673000593,0.38,-1,2,318.53911149990745,0.9884076998569071,2.0,319.52779939980246,1.9880374004133046,321.51601649983786,321.1833095001057,5.737419900018722,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
40,3,15,321.51613720017485,Blue,321.5186512998771,0.7443071999587119,3.0,322.26443289988674,2.9994812002405524,0,325.26412889990024,0.38,-1,2,325.7895031000953,0.9887918001040816,6.5,326.77876250003465,6.501126099843532,333.2800005997997,332.9333095001057,11.76141359983012,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
41,3,15,333.28006960009225,Green,333.28152869991027,0.7611078000627458,1.5,334.04317230009474,1.5060123996809125,0,335.54936020006426,0.38,-1,2,336.076170100132,0.9860999998636544,2.0,337.0628576001618,2.001644699834287,339.0648394001182,338.6833095001057,5.783408300019801,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
42,3,15,339.06496319989674,Blue,339.06574319978245,0.7640302004292607,2.5,339.83018399984576,2.4987401999533176,0,342.3289893998299,0.38,-1,2,342.85243009985425,0.9829410999082029,4.0,343.83580110012554,3.9932050998322666,347.82920150016434,347.4333095001057,8.76351960003376,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
43,3,15,347.8293124998454,Green,347.8304168002214,0.7473604995757341,1.5,348.5780586001929,1.5019517997279763,0,350.08018310018815,0.38,-1,2,350.6036300000269,0.9939393000677228,2.0,351.5985542999115,1.9981813002377748,353.59678099979647,353.1833095001057,5.76641339994967,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
44,3,15,353.59683439997025,Green,353.59746880014427,0.7474859999492764,2.0,354.34528399980627,2.0018077003769577,0,356.34723019995727,0.38,-1,2,356.8705689001363,0.9805465997196734,2.5,357.8514325998258,2.4936448000371456,360.34512530011125,359.9333095001057,6.747693600133061,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
45,3,15,360.3451770998072,Green,360.3459977998864,0.7489004000090063,3.0,361.09533219994046,2.9996521999128163,0,364.0951747999061,0.38,-1,2,364.6117686999496,0.9839822999201715,3.5,365.59626350016333,3.498987099621445,369.0952949000057,368.6833095001057,8.749332800041884,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
46,3,15,369.09534279978834,Blue,369.0959671998862,0.7498214999213815,1.5,369.8464500999544,1.4979984001256526,0,371.344547299901,0.38,-1,2,371.85459589981474,0.9910484002903104,2.0,372.84605669998564,2.014398599974811,374.86053859977983,374.4333095001057,5.764602700248361,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
47,3,15,374.8605830001179,Blue,374.8611267001834,0.7444599997252226,2.5,375.60617780010216,2.4904070999473333,0,378.0966458998155,0.38,-1,2,378.6070783000905,0.9903485998511314,3.0,379.59812880004756,2.9993794998154044,382.59753809985705,382.1833095001057,7.736444199923426,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
48,3,15,382.59757290012203,Green,382.59808880020864,0.7477726996876299,1.5,383.34639319987036,1.5007827002555132,1,384.84740459988825,0.38,1,3,385.4010342999827,0.9630237999372184,3.0,386.3645915000234,2.999812599737197,389.36447329982184,388.9333095001057,6.766418099869043,0.366480499971658,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
49,2,15,389.36455980013125,Green,389.36551160016097,0.7486374997533858,2.0,390.1150924998801,1.9976421003229916,1,392.1127890998032,0.38,1,4,392.64167410018854,0.9726781998760998,2.5,393.61530210007913,2.498792899772525,396.11420020018704,395.6833095001057,6.748756000306457,0.36900300020352006,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
50,2,13,396.1143229000736,Blue,396.1151497999672,0.7479563998058438,2.0,396.8635170997586,2.0002291002310812,1,398.8639565000776,0.3466666666666667,1,4,399.385132699972,0.9797983998432755,7.5,400.3656381999608,7.498900100123137,407.86463020020165,407.4333095001057,11.74951840005815,0.3342172000557184,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
51,2,13,407.86469989991747,Green,407.86547850002535,0.749775200150907,2.0,408.6158793999348,1.997930800076574,1,410.61394289997406,0.3466666666666667,1,5,411.13122659991495,0.9827184998430312,3.5,412.11457989993505,3.4995548999868333,415.61423940001987,415.1833095001057,7.74880399974063,0.3334022001363337,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
52,2,11,415.6142953999806,Green,415.6150029997807,0.7498664003796875,2.0,416.36584639991634,1.9985493998974562,1,418.36465400015004,0.31333333333333335,1,6,418.8940092998091,0.9854756002314389,3.5,419.87985199992545,3.500625300221145,423.38057310017757,422.9333095001057,7.765609099995345,0.30126600014045835,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
53,2,11,423.3806247001048,Green,423.38130289991386,0.7498348001390696,2.0,424.1320780001115,1.9989497000351548,1,426.131131199887,0.31333333333333335,1,7,426.658866800135,0.9884923999197781,2.5,427.64804539992474,2.4996354999020696,430.14776049996726,429.6833095001057,6.766504100058228,0.2992909997701645,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
54,2,9,430.147846999811,Green,430.1489414998796,0.7484631999395788,1.5,430.8980717000086,1.4993345001712441,0,432.3975756999571,0.28,-1,7,432.95055420021527,0.9638629998080432,5.0,433.9150186998304,4.998624000232667,438.9137171001639,438.4333095001057,8.76483830017969,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
55,2,11,438.91380650014617,Blue,438.91465930012055,0.7485984000377357,1.5,439.66370790009387,1.4984714998863637,0,441.16235430003144,0.31333333333333335,-1,7,441.684608500218,0.9782362999394536,7.0,442.6632375998888,7.001237700227648,449.6646359998267,449.1833095001057,10.750027799978852,,888,1,2,2025-02-17_16h03.34.559,MID1.0,59.833376027337835,
,,,449.6647333998699,,,,,,,,,,,,,,,,,,,,,,,,,,,
