.thisTrialN,.stepSize,.intensity,time.onset,cue.color,isi_duration,.response,Target_Resp.rt,Trial.rewardType,Total_Earned,iti_base,iti_final,time.global,time.nominal,time.trial,Total_Task_Duration,participant,session,run,date,expName,frameRate,
24,1,13,151.3071731000091,Blue,2.916204562697974,1,0.333387499966193,-1,7,1,1.666204562697974,157.9054270000197,157.53805577326602,6.597361499967519,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
25,1,13,157.90561440004967,Blue,1.6519039756663874,0,,-1,7,1,0.40190397566638736,161.9727551000542,161.5918637245988,4.066241300024558,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
26,1,14,161.97288920002757,Green,1.7241532915271016,0,,-1,7,1,0.4741532915271016,166.18917360005435,165.790170307653,4.215364100004081,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
27,1,15,166.1893714000471,Green,3.1311027308530552,1,0.36555779998889193,1,8,1,1.8811027308530552,173.2233227000106,172.80237576935912,7.033087600022554,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
28,1,15,173.22343490005005,Blue,3.4099073793171097,1,0.3664617000031285,-1,8,1,2.1599073793171097,180.8064422000316,180.37219052799333,7.582118499965873,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
29,1,14,180.80655300000217,Green,3.7737123834253974,1,0.34977560001425445,1,9,1,2.5237123834253974,189.12309560005087,188.6696152948441,8.315739799989387,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
30,1,14,189.1232246000436,Green,1.818007160436732,1,0.35021409997716546,1,10,1,0.568007160436732,193.53859609999927,193.05562961571758,4.414527099987026,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
31,1,13,193.5387223000289,Green,2.386985477303586,1,0.3353967000148259,1,11,1,1.1369854773035861,199.09030080004595,198.57960057032477,5.5506736999959685,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
32,1,13,199.0904714000062,Green,2.0026753187624973,0,,-1,11,1,0.7526753187624973,203.87340840004617,203.33495120784977,4.782035399985034,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
33,1,14,203.87351720000152,Green,1.8942489567478726,1,0.3497434000018984,1,12,1,0.6442489567478726,208.4062221000204,207.87344912134552,4.531821799988393,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
34,1,14,208.4063323000446,Blue,2.331932789917211,0,,-1,12,1,1.0819327899172109,213.8403573000105,213.28731470117992,5.433221000013873,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
35,1,15,213.84058170003118,Green,1.5055585340018096,0,,-1,12,1,0.2555585340018096,217.60627840005327,217.04843176918354,3.7648367999936454,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
36,1,15,217.60638680000557,Green,3.659139999379454,1,0.36843560001580045,1,13,1,2.409139999379454,225.68916990002617,225.11671176794243,8.081935399968643,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
37,1,15,225.6892989000189,Blue,2.45024289631101,0,,-1,13,1,1.20024289631101,231.37272670003586,230.76719756056445,5.682533800019883,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
38,1,15,231.3728412000346,Blue,2.921110253410092,1,0.3683440000168048,-1,13,1,1.6711102534100921,237.97153170005186,237.35941806738464,6.597703899955377,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
39,1,15,237.97163670003647,Blue,3.5447458524813285,0,,-1,13,1,2.2947458524813285,245.8222874000203,245.1989097723473,7.849816499976441,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
40,1,15,245.82242620002944,Blue,2.6834996367425887,1,0.36693910002941266,-1,13,1,1.4334996367425887,251.97215580003103,251.31590904583248,6.148771999985911,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
41,1,15,251.97226310003316,Blue,2.5320185426015795,1,0.3673484000028111,-1,13,1,1.2820185426015795,257.8064797000261,257.12994613103564,5.833397799986415,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
42,1,14,257.8065902000526,Green,2.1278100207186954,0,,-1,13,1,0.8778100207186954,262.80665290000616,262.13556617247303,4.99922629998764,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
43,1,15,262.8067912000115,Green,3.4133171686816035,1,0.3665560999652371,1,14,1,2.1633171686816035,270.3893919000402,269.71220050983624,7.581551500014029,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
44,1,15,270.38951110001653,Blue,3.8730644337546143,1,0.3664862000150606,-1,14,1,2.6230644337546143,278.90599040000234,278.2083293773455,8.515470299986191,,209,prac,prac,2025-01-27_14h09.32.971,MID1.0,60.95921766095772,
,,,,,,,,,,,,,,,275.47730100003537,,,,,,,
