.thisTrialN,.stepSize,.intensity,time.onset,cue.color,isi_duration,.response,Trial.rewardType,Total_Earned,iti_final,time.global,time.nominal,time.trial,Target_Resp.rt,Total_Task_Duration,participant,session,run,date,expName,frameRate,
13,2,15,116.3855075002648,Green,2.5,1,1,3,2.75,123.66927600000054,123.30122310016304,7.283423500135541,0.3669269997626543,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
14,2,15,123.66932260012254,Green,1.5,0,-1,3,1.75,128.91901790024713,128.55122310016304,5.249333399813622,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
15,2,15,128.91905870009214,Blue,1.5,0,-1,3,7.75,140.1859585000202,139.80122310016304,11.266547699924558,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
16,2,15,140.18599979998544,Green,2.0,0,-1,3,2.25,146.45262779993936,146.05122310016304,6.266282599885017,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
17,2,15,146.45266910037026,Blue,2.0,0,-1,3,8.25,158.73606880009174,158.30122310016304,12.283057699911296,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
18,2,15,158.73611039994285,Green,1.5,0,-1,3,7.75,169.98619720013812,169.55122310016304,11.249744299799204,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
19,2,15,169.98623820021749,Blue,4.0,1,-1,3,6.25,182.26961760036647,181.80122310016304,12.283045299816877,0.36693229991942644,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
20,2,15,182.26966240024194,Blue,1.5,0,-1,3,1.75,187.5541165000759,187.05122310016304,5.284098300151527,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
21,2,15,187.55416440032423,Green,2.5,1,1,4,4.75,196.81992720020935,196.30122310016304,9.26539699966088,0.36679660016670823,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
22,2,15,196.81997429998592,Green,1.5,0,-1,4,3.75,204.10321340011433,203.55122310016304,7.282851400319487,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
23,2,15,204.10325419995934,Blue,1.5,0,-1,4,1.75,209.38686700025573,208.80122310016304,5.283267799764872,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
24,2,15,209.38691370002925,Green,3.5,1,1,5,7.75,222.63714590016752,222.05122310016304,13.249869499821216,0.367017799988389,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
25,2,15,222.63719040015712,Blue,1.5,0,-1,5,3.75,229.9035860002041,229.30122310016304,7.266034600324929,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
26,2,15,229.90362800005823,Green,1.5,0,-1,5,7.75,241.18695530015975,240.55122310016304,11.28298050025478,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
27,2,15,241.18699770001695,Blue,2.0,1,-1,5,2.25,247.4375118999742,246.80122310016304,6.250175199937075,0.36698099970817566,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
28,1,15,247.43755610007793,Green,2.0,1,1,6,6.25,257.7038736999966,257.05122310016304,10.265965899918228,0.3668029000982642,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
29,1,14,257.70391510007903,Blue,3.0,0,-1,6,3.25,265.95404620002955,265.30122310016304,8.249768199864775,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
30,1,15,265.9540873002261,Blue,2.5,1,-1,6,8.75,279.2208853000775,278.55122310016304,13.2664479999803,0.3664675001055002,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
31,1,15,279.220926000271,Green,2.5,1,1,7,2.75,286.504270600155,285.80122310016304,7.283000000286847,0.3667202000506222,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
32,1,14,286.5043138000183,Blue,2.0,1,-1,7,4.25,294.77097830036655,294.05122310016304,8.266308299731463,0.3505929000675678,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
33,1,14,294.7710432000458,Green,2.0,1,1,8,6.25,305.03776620002463,304.30122310016304,10.266359800007194,0.35010730009526014,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
34,1,13,305.03780749998987,Green,1.5,0,-1,8,1.75,310.30453650001436,309.55122310016304,5.266387199983001,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
35,1,14,310.3045785003342,Blue,1.5,1,-1,8,5.75,319.5712434002198,318.80122310016304,9.266319599933922,0.3503246000036597,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
36,1,14,319.5712835001759,Green,2.0,1,1,9,4.25,327.82150510000065,327.05122310016304,8.249888600315899,0.35017939982935786,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
37,1,13,327.82155070034787,Green,1.5,0,-1,9,1.75,333.08823919994757,332.30122310016304,5.266337200067937,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
38,1,14,333.08828369993716,Blue,1.5,0,-1,9,1.75,338.37146589998156,337.55122310016304,5.28282290045172,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
39,1,15,338.3715071999468,Green,1.5,0,-1,9,1.75,343.65489279991016,342.80122310016304,5.2830373998731375,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
40,1,15,343.65493280021474,Green,1.5,0,-1,9,7.75,354.92171759996563,354.05122310016304,11.266436300240457,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
41,1,15,354.9217799999751,Blue,1.5,0,-1,9,1.75,360.1884727999568,359.30122310016304,5.266333300154656,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
42,1,15,360.1885318001732,Green,2.0,1,1,10,4.25,368.45547490008175,367.55122310016304,8.266494400333613,0.36670099990442395,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
43,1,15,368.4555184999481,Blue,2.0,1,-1,10,2.25,374.72187180025503,373.80122310016304,6.265994700137526,0.3671972998417914,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
44,1,14,374.7219373001717,Green,3.5,1,1,11,5.75,385.9889755002223,385.05122310016304,11.266679800115526,0.35013699997216463,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
45,1,14,385.98902480024844,Green,1.5,1,1,12,1.75,391.2724387999624,390.30122310016304,5.2830587001517415,0.3501670998521149,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
46,1,13,391.2724868999794,Blue,2.5,1,-1,12,2.75,398.53882330004126,397.55122310016304,7.26598469959572,0.3335901000536978,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
47,1,13,398.53886530036107,Green,1.5,0,-1,12,1.75,403.82222130009905,402.80122310016304,5.283003899734467,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
48,1,14,403.8222662000917,Blue,1.5,1,-1,12,5.75,413.089040200226,412.05122310016304,9.26642239978537,0.3505009999498725,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
49,1,14,413.08908140007406,Green,1.5,0,-1,12,3.75,420.37227990012616,419.30122310016304,7.282853200100362,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
50,1,15,420.37232130020857,Blue,3.0,1,-1,12,9.25,434.63917570002377,433.55122310016304,14.266525300219655,0.367187200114131,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
51,1,15,434.63926630001515,Green,2.5,0,-1,12,4.75,443.90607900032774,442.80122310016304,9.2664659996517,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
52,1,15,443.90612210007384,Blue,2.0,1,-1,12,4.25,452.1894693002105,451.05122310016304,8.282994600012898,0.36644160002470016,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
53,1,15,452.189511900302,Green,1.5,0,-1,12,3.75,459.47287050029263,458.30122310016304,7.283010699786246,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
54,1,15,459.4729132000357,Blue,2.0,0,-1,12,4.25,467.72341160010546,466.55122310016304,8.250151199754328,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
55,1,15,467.723455300089,Green,1.5,0,-1,12,3.75,474.97303360002115,473.80122310016304,7.249223900027573,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
56,1,15,474.9730744003318,Blue,2.5,0,-1,12,4.75,484.2399996002205,483.05122310016304,9.266578100156039,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
57,1,15,484.2400414003059,Green,2.0,0,-1,12,2.25,490.52302419999614,489.30122310016304,6.2826469000428915,,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
58,1,15,490.5230801999569,Blue,2.0,1,-1,12,2.25,496.78991400031373,495.55122310016304,6.266477200202644,0.3666882999241352,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
59,1,15,496.7899559000507,Green,3.0,1,1,13,3.25,505.0400181002915,503.80122310016304,8.249715199694037,0.3669593003578484,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
60,1,14,505.04005910037085,Green,1.5,1,1,14,1.75,510.2902220999822,509.05122310016304,5.24981589987874,0.3501063999719918,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
61,1,14,510.2902636001818,Blue,1.5,1,-1,14,1.75,515.5738395000808,514.301223100163,5.283245000056922,0.35026870016008615,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
62,1,13,515.5738845001906,Blue,1.5,1,-1,14,1.75,520.8568561999127,519.551223100163,5.282616100274026,0.33348360005766153,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
63,1,13,520.8568971003406,Blue,2.0,1,-1,14,2.25,527.1239453000017,525.801223100163,6.266708600334823,0.33314469968900084,,999,2,1,2025-02-10_09h25.52.663,MID1.0,59.95200246614963,
,,,,,,,,,,,,,,530.0101876999252,,,,,,,
